Laasonen Results (dx = 0.05, dt = 0.025)
300, 300, 300, 300, 300
239.179, 258.524, 266.623, 271.429, 274.824
189.092, 220.161, 234.834, 243.886, 250.412
153.316, 187.212, 205.983, 218.297, 227.476
130.239, 160.774, 181.015, 195.41, 206.636
116.431, 140.831, 160.409, 175.751, 188.392
108.633, 126.624, 144.23, 159.625, 173.114
104.436, 117.075, 132.248, 147.151, 161.055
102.29, 111.118, 124.09, 138.321, 152.366
101.3, 107.9, 119.377, 133.069, 147.129
101.015, 106.889, 117.838, 131.327, 145.38
101.3, 107.9, 119.377, 133.069, 147.129
102.29, 111.118, 124.09, 138.321, 152.366
104.436, 117.075, 132.248, 147.151, 161.055
108.633, 126.624, 144.23, 159.625, 173.114
116.431, 140.831, 160.409, 175.751, 188.392
130.239, 160.774, 181.015, 195.41, 206.636
153.316, 187.212, 205.983, 218.297, 227.476
189.092, 220.161, 234.834, 243.886, 250.412
239.179, 258.524, 266.623, 271.429, 274.824
300, 300, 300, 300, 300

Laasonen Error
0, 0, 0, 0, 0
-5.55545, -1.99339, -1.04606, -0.623201, -0.401817
-6.80812, -3.25501, -1.83086, -1.12152, -0.738044
-4.45288, -3.44317, -2.17852, -1.40124, -0.95752
-1.22052, -2.70067, -2.04602, -1.42157, -1.0344
1.01141, -1.4644, -1.51734, -1.20106, -0.97295
1.85391, -0.191974, -0.757328, -0.808885, -0.805442
1.76927, 0.820586, 0.0472787, -0.345211, -0.583977
1.35034, 1.47755, 0.734357, 0.082385, -0.368491
0.987215, 1.81877, 1.18931, 0.380739, -0.21368
0.852009, 1.9208, 1.34773, 0.487475, -0.157551
0.987215, 1.81877, 1.18931, 0.380739, -0.21368
1.35034, 1.47755, 0.734357, 0.082385, -0.368491
1.76927, 0.820586, 0.0472787, -0.345211, -0.583977
1.85391, -0.191974, -0.757328, -0.808885, -0.805442
1.01141, -1.4644, -1.51734, -1.20106, -0.97295
-1.22052, -2.70067, -2.04602, -1.42157, -1.0344
-4.45288, -3.44317, -2.17852, -1.40124, -0.95752
-6.80812, -3.25501, -1.83086, -1.12152, -0.738044
-5.55545, -1.99339, -1.04606, -0.623201, -0.401817
0, 0, 0, 0, 0

