Laasonen Results (dx = 0.05, dt = 0.05)
300, 300, 300, 300, 300
233.335, 256.4, 265.536, 270.774, 274.389
183.338, 216.923, 232.974, 242.715, 249.614
150.01, 184.046, 203.836, 216.844, 226.441
129.186, 158.451, 179.051, 193.939, 205.514
116.703, 139.595, 158.958, 174.489, 187.324
109.444, 126.354, 143.435, 158.719, 172.206
105.339, 117.502, 132.091, 146.65, 160.357
103.109, 111.97, 124.441, 138.182, 151.87
102.018, 108.967, 120.049, 133.176, 146.777
101.693, 108.018, 118.62, 131.522, 145.08
102.018, 108.967, 120.049, 133.176, 146.777
103.109, 111.97, 124.441, 138.182, 151.87
105.339, 117.502, 132.091, 146.65, 160.357
109.444, 126.354, 143.435, 158.719, 172.206
116.703, 139.595, 158.958, 174.489, 187.324
129.186, 158.451, 179.051, 193.939, 205.514
150.01, 184.046, 203.836, 216.844, 226.441
183.338, 216.923, 232.974, 242.715, 249.614
233.335, 256.4, 265.536, 270.774, 274.389
300, 300, 300, 300, 300

Laasonen Error
0, 0, 0, 0, 0
-11.3994, -4.11752, -2.13269, -1.27806, -0.83685
-12.5617, -6.49355, -3.69022, -2.29256, -1.53627
-7.75891, -6.60963, -4.32601, -2.85398, -1.99295
-2.27396, -5.0239, -4.00997, -2.89245, -2.15669
1.28323, -2.70076, -2.96856, -2.4626, -2.04058
2.66502, -0.461443, -1.55232, -1.71424, -1.71375
2.672, 1.2478, -0.110328, -0.845663, -1.28233
2.16875, 2.32953, 1.08552, -0.0567054, -0.864487
1.70556, 2.88488, 1.86166, 0.487898, -0.565516
1.52992, 3.05043, 2.12915, 0.681643, -0.457364
1.70556, 2.88488, 1.86166, 0.487898, -0.565516
2.16875, 2.32953, 1.08552, -0.0567054, -0.864487
2.672, 1.2478, -0.110328, -0.845663, -1.28233
2.66502, -0.461443, -1.55232, -1.71424, -1.71375
1.28323, -2.70076, -2.96856, -2.4626, -2.04058
-2.27396, -5.0239, -4.00997, -2.89245, -2.15669
-7.75891, -6.60963, -4.32601, -2.85398, -1.99295
-12.5617, -6.49355, -3.69022, -2.29256, -1.53627
-11.3994, -4.11752, -2.13269, -1.27806, -0.83685
0, 0, 0, 0, 0

